show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s8105,Movie,Title_8105,Director_1229,"Actor_640, Actor_4307, Actor_970",United States,"June 28, 2021",2008,R,117 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s8106,TV Show,Title_8106,Director_767,"Actor_2305, Actor_3261, Actor_2176, Actor_701, Actor_2940",United States,"November 26, 2020",2009,TV-G,2 Seasons,TV Comedies,A tv show in the TV Comedies genre from United States.
s8107,Movie,Title_8107,Director_171,"Actor_2345, Actor_4336, Actor_4934, Actor_2992, Actor_1864",India,"July 7, 2023",2020,G,129 min,Thrillers,A movie in the Thrillers genre from India.
s8108,Movie,Title_8108,Director_906,"Actor_4512, Actor_3691, Actor_814, Actor_3199",United States,"April 18, 2022",2008,R,163 min,Documentaries,A movie in the Documentaries genre from United States.
s8109,Movie,Title_8109,Director_1829,"Actor_331, Actor_2697",United States,"March 28, 2021",2006,R,111 min,Thrillers,A movie in the Thrillers genre from United States.
s8110,Movie,Title_8110,Director_1170,"Actor_3038, Actor_4210, Actor_4616, Actor_538, Actor_2384",United States,"August 27, 2019",2005,TV-MA,114 min,Documentaries,A movie in the Documentaries genre from United States.
s8111,Movie,Title_8111,Director_980,"Actor_4708, Actor_4900, Actor_1799, Actor_4225",United Kingdom,"December 4, 2021",2006,G,106 min,Horror Movies,A movie in the Horror Movies genre from United Kingdom.
s8112,TV Show,Title_8112,Director_985,"Actor_3585, Actor_4657",United States,"September 9, 2020",2005,TV-14,2 Seasons,Reality TV,A tv show in the Reality TV genre from United States.
s8113,Movie,Title_8113,Director_318,"Actor_3136, Actor_3063, Actor_4774, Actor_2649, Actor_1900",India,"June 22, 2016",2005,TV-14,67 min,Horror Movies,A movie in the Horror Movies genre from India.
s8114,Movie,Title_8114,Director_111,"Actor_1413, Actor_171, Actor_4513",Brazil,"May 8, 2016",2010,PG-13,75 min,Thrillers,A movie in the Thrillers genre from Brazil.
s8115,TV Show,Title_8115,Director_1449,"Actor_1531, Actor_1174, Actor_1633, Actor_3020",United States,"September 13, 2020",2008,TV-MA,5 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s8116,TV Show,Title_8116,Director_1733,"Actor_2461, Actor_4196, Actor_4026",South Korea,"December 27, 2021",2019,TV-MA,6 Seasons,Docuseries,A tv show in the Docuseries genre from South Korea.
s8117,Movie,Title_8117,Director_902,"Actor_1253, Actor_3406",United States,"September 27, 2023",2017,TV-14,81 min,Thrillers,A movie in the Thrillers genre from United States.
s8118,Movie,Title_8118,Director_548,"Actor_3911, Actor_756, Actor_2385",Australia,"August 5, 2018",2016,NR,96 min,Documentaries,A movie in the Documentaries genre from Australia.
s8119,TV Show,Title_8119,Director_190,"Actor_4777, Actor_37, Actor_864",United States,"April 22, 2020",2017,TV-MA,2 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from United States.
s8120,Movie,Title_8120,Director_679,"Actor_2686, Actor_481, Actor_1752",United States,"January 4, 2016",2010,TV-MA,162 min,Thrillers,A movie in the Thrillers genre from United States.
s8121,Movie,Title_8121,Director_517,"Actor_4078, Actor_2034",United States,"July 27, 2020",2013,G,152 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s8122,TV Show,Title_8122,Director_704,"Actor_3865, Actor_1344, Actor_3116, Actor_4331, Actor_680",Nigeria,"December 23, 2016",2010,TV-PG,1 Season,TV Dramas,A tv show in the TV Dramas genre from Nigeria.
s8123,Movie,Title_8123,Director_160,"Actor_2500, Actor_4802, Actor_487, Actor_3379, Actor_2150",United States,"June 23, 2019",2012,TV-MA,63 min,Crime Movies,A movie in the Crime Movies genre from United States.
s8124,TV Show,Title_8124,Director_1485,"Actor_784, Actor_4913",Australia,"February 10, 2021",2008,TV-14,1 Season,Horror TV Shows,A tv show in the Horror TV Shows genre from Australia.
s8125,Movie,Title_8125,Director_1844,"Actor_528, Actor_1776, Actor_4586",United States,"April 20, 2021",2017,PG,172 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s8126,Movie,Title_8126,Director_1425,"Actor_1941, Actor_3373, Actor_2772, Actor_2677",South Korea,"November 20, 2017",2016,R,116 min,Children & Family Movies,A movie in the Children & Family Movies genre from South Korea.
s8127,Movie,Title_8127,Director_248,"Actor_1491, Actor_2808",United States,"August 20, 2023",2014,TV-MA,116 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s8128,Movie,Title_8128,Director_748,"Actor_4423, Actor_1393, Actor_3298",Indonesia,"July 13, 2021",2010,PG-13,76 min,Dramas,A movie in the Dramas genre from Indonesia.
s8129,Movie,Title_8129,Director_31,"Actor_4735, Actor_3130, Actor_4152, Actor_2563",United States,"May 7, 2017",2006,TV-MA,144 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s8130,Movie,Title_8130,Director_268,"Actor_468, Actor_3954, Actor_584",India,"December 7, 2021",2008,TV-MA,96 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from India.
s8131,Movie,Title_8131,Director_1919,"Actor_4454, Actor_2313, Actor_4120",United States,"September 19, 2019",2015,TV-14,78 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s8132,Movie,Title_8132,Director_129,"Actor_4782, Actor_1271, Actor_1415",Others,"July 24, 2023",2009,TV-14,168 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Others.
s8133,Movie,Title_8133,Director_858,"Actor_547, Actor_3815, Actor_1929, Actor_655",United States,"December 25, 2020",2019,TV-MA,99 min,Thrillers,A movie in the Thrillers genre from United States.
s8134,Movie,Title_8134,Director_1912,"Actor_3314, Actor_803, Actor_4535, Actor_4168",United States,"September 8, 2021",2021,PG,124 min,Comedies,A movie in the Comedies genre from United States.
s8135,TV Show,Title_8135,Director_1965,"Actor_3284, Actor_4180, Actor_41",United States,"March 10, 2021",2016,TV-MA,1 Season,Anime Series,A tv show in the Anime Series genre from United States.
s8136,Movie,Title_8136,Director_1543,"Actor_314, Actor_2236",United States,"October 16, 2021",2020,TV-G,67 min,Horror Movies,A movie in the Horror Movies genre from United States.
s8137,TV Show,Title_8137,Director_733,"Actor_2350, Actor_3312",Canada,"June 15, 2018",2018,TV-14,1 Season,International TV Shows,A tv show in the International TV Shows genre from Canada.
s8138,TV Show,Title_8138,Director_1306,"Actor_3004, Actor_3653, Actor_3567, Actor_968",Japan,"April 4, 2020",2009,TV-MA,1 Season,Anime Series,A tv show in the Anime Series genre from Japan.
s8139,TV Show,Title_8139,Director_572,"Actor_712, Actor_1845, Actor_1373, Actor_3485",United States,"May 13, 2019",2013,TV-MA,7 Seasons,International TV Shows,A tv show in the International TV Shows genre from United States.
s8140,Movie,Title_8140,Director_1573,"Actor_4208, Actor_3324, Actor_2240, Actor_1474",South Korea,"March 18, 2022",2014,PG-13,121 min,Horror Movies,A movie in the Horror Movies genre from South Korea.
s8141,Movie,Title_8141,Director_1336,"Actor_4956, Actor_2409, Actor_1801",India,"February 13, 2022",2008,PG-13,165 min,Comedies,A movie in the Comedies genre from India.
s8142,Movie,Title_8142,Director_966,"Actor_3674, Actor_1685, Actor_565, Actor_4946",Thailand,"November 5, 2017",2006,R,100 min,Romantic Movies,A movie in the Romantic Movies genre from Thailand.
s8143,TV Show,Title_8143,Director_1962,"Actor_4435, Actor_707, Actor_4436",United Kingdom,"November 16, 2017",2006,TV-MA,1 Season,Reality TV,A tv show in the Reality TV genre from United Kingdom.
s8144,TV Show,Title_8144,Director_203,"Actor_2952, Actor_1391, Actor_3267, Actor_764, Actor_2229",Others,"August 24, 2021",2017,TV-MA,2 Seasons,Anime Series,A tv show in the Anime Series genre from Others.
s8145,Movie,Title_8145,Director_455,"Actor_3780, Actor_1245",Others,"August 27, 2020",2010,G,65 min,Action & Adventure,A movie in the Action & Adventure genre from Others.
s8146,Movie,Title_8146,Director_1608,"Actor_3513, Actor_1868, Actor_2312",United States,"March 1, 2019",2012,TV-MA,62 min,Crime Movies,A movie in the Crime Movies genre from United States.
s8147,Movie,Title_8147,Director_1628,"Actor_811, Actor_4822, Actor_2438, Actor_659",Japan,"November 17, 2016",2001,PG,164 min,Anime Features,A movie in the Anime Features genre from Japan.
s8148,Movie,Title_8148,Director_659,"Actor_4532, Actor_1554, Actor_905",United States,"February 11, 2022",2014,TV-14,159 min,Comedies,A movie in the Comedies genre from United States.
s8149,Movie,Title_8149,Director_97,"Actor_1319, Actor_1699, Actor_3607",United States,"September 7, 2023",2009,R,158 min,Comedies,A movie in the Comedies genre from United States.
s8150,Movie,Title_8150,Director_1292,"Actor_1428, Actor_49",Australia,"October 22, 2019",2010,R,112 min,Crime Movies,A movie in the Crime Movies genre from Australia.
s8151,Movie,Title_8151,Director_1708,"Actor_1794, Actor_2987",Mexico,"February 16, 2017",2016,TV-14,169 min,Anime Features,A movie in the Anime Features genre from Mexico.
s8152,Movie,Title_8152,Director_814,"Actor_487, Actor_3925, Actor_3139, Actor_238",United States,"February 20, 2023",2015,TV-MA,69 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s8153,Movie,Title_8153,Director_1453,"Actor_4255, Actor_3437, Actor_4799",United States,"September 12, 2023",2015,PG-13,62 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s8154,TV Show,Title_8154,Director_503,"Actor_3591, Actor_4788",United States,"January 10, 2018",2018,TV-MA,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s8155,TV Show,Title_8155,Director_1280,"Actor_4174, Actor_3862, Actor_4370",United Kingdom,"February 2, 2018",2006,TV-MA,1 Season,Kids' TV,A tv show in the Kids' TV genre from United Kingdom.
s8156,Movie,Title_8156,Director_1409,"Actor_1663, Actor_2992, Actor_4771, Actor_3995, Actor_1244",United Kingdom,"July 11, 2021",2017,TV-G,83 min,Comedies,A movie in the Comedies genre from United Kingdom.
s8157,Movie,Title_8157,Director_1211,"Actor_3957, Actor_2742, Actor_3529",South Korea,"July 17, 2018",2009,PG-13,165 min,Documentaries,A movie in the Documentaries genre from South Korea.
s8158,Movie,Title_8158,Director_1324,"Actor_4958, Actor_3585, Actor_2296, Actor_3201",South Korea,"November 10, 2020",2007,PG-13,96 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from South Korea.
s8159,TV Show,Title_8159,Director_1019,"Actor_1997, Actor_2156, Actor_1845, Actor_1727",United Kingdom,"January 3, 2022",2019,TV-Y,4 Seasons,Crime TV Shows,A tv show in the Crime TV Shows genre from United Kingdom.
s8160,Movie,Title_8160,Director_1626,"Actor_4876, Actor_1713, Actor_883",India,"August 22, 2019",2004,PG,61 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s8161,Movie,Title_8161,Director_1629,"Actor_45, Actor_2081, Actor_1304",Brazil,"June 3, 2022",2013,TV-G,124 min,Action & Adventure,A movie in the Action & Adventure genre from Brazil.
s8162,Movie,Title_8162,Director_1442,"Actor_4793, Actor_217, Actor_4808, Actor_493, Actor_3778",United States,"March 4, 2018",2005,TV-MA,98 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s8163,Movie,Title_8163,Director_1298,"Actor_4493, Actor_3767, Actor_168",South Korea,"July 23, 2020",2005,PG-13,161 min,Documentaries,A movie in the Documentaries genre from South Korea.
s8164,Movie,Title_8164,Director_574,"Actor_3160, Actor_654, Actor_2324",United States,"March 4, 2019",2017,R,82 min,Crime Movies,A movie in the Crime Movies genre from United States.
s8165,Movie,Title_8165,Director_693,"Actor_4422, Actor_1749, Actor_3255, Actor_1682, Actor_1664",United States,"December 16, 2021",2019,TV-MA,96 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s8166,Movie,Title_8166,Director_1608,"Actor_3114, Actor_3156, Actor_232, Actor_4985",United States,"September 6, 2019",2011,PG-13,147 min,Comedies,A movie in the Comedies genre from United States.
s8167,Movie,Title_8167,Director_1991,"Actor_937, Actor_2604",Mexico,"September 6, 2022",2011,R,91 min,Documentaries,A movie in the Documentaries genre from Mexico.
s8168,Movie,Title_8168,Director_245,"Actor_319, Actor_1956, Actor_1178, Actor_932, Actor_2498",United States,"January 27, 2019",2009,TV-MA,123 min,Crime Movies,A movie in the Crime Movies genre from United States.
s8169,Movie,Title_8169,Director_1413,"Actor_2797, Actor_1361, Actor_1374, Actor_3873, Actor_1320",United States,"October 2, 2019",2016,R,92 min,Crime Movies,A movie in the Crime Movies genre from United States.
s8170,Movie,Title_8170,Director_310,"Actor_2274, Actor_2980",United States,"May 3, 2021",2008,TV-MA,127 min,Thrillers,A movie in the Thrillers genre from United States.
s8171,Movie,Title_8171,Director_939,"Actor_400, Actor_29, Actor_4546",United States,"August 22, 2022",2018,R,95 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s8172,Movie,Title_8172,Director_1280,"Actor_2269, Actor_1253, Actor_4110, Actor_2750",United States,"June 18, 2020",2013,TV-MA,145 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s8173,TV Show,Title_8173,Director_295,"Actor_1338, Actor_4511, Actor_2116, Actor_4864",United States,"November 5, 2021",2012,TV-MA,2 Seasons,Kids' TV,A tv show in the Kids' TV genre from United States.
s8174,Movie,Title_8174,Director_1755,"Actor_3837, Actor_2545",India,"January 3, 2020",2018,PG-13,113 min,Documentaries,A movie in the Documentaries genre from India.
s8175,Movie,Title_8175,Director_1202,"Actor_2946, Actor_3864",Canada,"May 20, 2021",2017,R,61 min,Crime Movies,A movie in the Crime Movies genre from Canada.
s8176,TV Show,Title_8176,Director_220,"Actor_4254, Actor_4967, Actor_2185, Actor_44, Actor_1276",Japan,"August 6, 2023",2018,TV-14,4 Seasons,Anime Series,A tv show in the Anime Series genre from Japan.
s8177,Movie,Title_8177,Director_641,"Actor_1850, Actor_4293, Actor_4144, Actor_2684",Spain,"November 13, 2022",2022,PG-13,144 min,Romantic Movies,A movie in the Romantic Movies genre from Spain.
s8178,Movie,Title_8178,Director_770,"Actor_4136, Actor_4541, Actor_1531, Actor_3885",United States,"April 5, 2022",2015,TV-MA,85 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s8179,Movie,Title_8179,Director_1296,"Actor_413, Actor_386, Actor_1365, Actor_4915",India,"January 25, 2023",2019,PG-13,178 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s8180,Movie,Title_8180,Director_1868,"Actor_3768, Actor_1193",Japan,"September 5, 2020",2016,TV-MA,122 min,Anime Features,A movie in the Anime Features genre from Japan.
s8181,Movie,Title_8181,Director_1475,"Actor_4280, Actor_4314, Actor_3562, Actor_4645",India,"September 2, 2020",2009,R,115 min,Documentaries,A movie in the Documentaries genre from India.
s8182,Movie,Title_8182,Director_963,"Actor_1375, Actor_4373",United States,"November 8, 2018",2005,TV-MA,163 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s8183,Movie,Title_8183,Director_1811,"Actor_1831, Actor_3776, Actor_4863, Actor_1822, Actor_2803",United States,"April 24, 2015",2015,PG-13,65 min,Horror Movies,A movie in the Horror Movies genre from United States.
s8184,Movie,Title_8184,Director_532,"Actor_3792, Actor_1263, Actor_2756",Canada,"November 3, 2021",2014,NR,157 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Canada.
s8185,Movie,Title_8185,Director_275,"Actor_4470, Actor_2735, Actor_260",South Korea,"October 5, 2022",2010,TV-MA,95 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from South Korea.
s8186,Movie,Title_8186,Director_1442,"Actor_3215, Actor_3675",United States,"January 14, 2021",2014,TV-G,153 min,Horror Movies,A movie in the Horror Movies genre from United States.
s8187,Movie,Title_8187,Director_1617,"Actor_4554, Actor_4040, Actor_3405, Actor_3754, Actor_803",Others,"October 7, 2022",2014,TV-MA,164 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Others.
s8188,Movie,Title_8188,Director_1306,"Actor_3824, Actor_3056",United States,"January 7, 2021",2011,TV-MA,88 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s8189,Movie,Title_8189,Director_1726,"Actor_333, Actor_3867, Actor_4626, Actor_304, Actor_1411",United States,"March 14, 2021",2007,PG-13,162 min,Crime Movies,A movie in the Crime Movies genre from United States.
s8190,TV Show,Title_8190,Director_1979,"Actor_4780, Actor_318, Actor_1019, Actor_4603",Japan,"July 1, 2017",2004,TV-MA,2 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from Japan.
s8191,Movie,Title_8191,Director_472,"Actor_2968, Actor_3112",France,"January 2, 2020",2015,PG,158 min,Anime Features,A movie in the Anime Features genre from France.
s8192,TV Show,Title_8192,Director_426,"Actor_889, Actor_1587, Actor_4833, Actor_2894",United Kingdom,"November 4, 2023",2011,TV-Y7,1 Season,Kids' TV,A tv show in the Kids' TV genre from United Kingdom.
s8193,TV Show,Title_8193,Director_200,"Actor_1245, Actor_37, Actor_1268, Actor_3560, Actor_4251",Others,"July 18, 2021",2014,TV-MA,2 Seasons,TV Comedies,A tv show in the TV Comedies genre from Others.
s8194,Movie,Title_8194,Director_1935,"Actor_176, Actor_3314, Actor_4957, Actor_1388",India,"February 27, 2017",2017,TV-MA,167 min,Crime Movies,A movie in the Crime Movies genre from India.
s8195,TV Show,Title_8195,Director_469,"Actor_4698, Actor_2699, Actor_4028, Actor_1266",Turkey,"February 15, 2018",2013,TV-G,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from Turkey.
s8196,TV Show,Title_8196,Director_1827,"Actor_546, Actor_1658, Actor_640",United States,"July 21, 2023",2022,TV-PG,6 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s8197,Movie,Title_8197,Director_175,"Actor_3242, Actor_2838, Actor_2429, Actor_2474, Actor_563",United States,"October 19, 2020",2014,R,104 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s8198,Movie,Title_8198,Director_1942,"Actor_2210, Actor_3767, Actor_373, Actor_1470, Actor_3512",India,"July 11, 2018",2006,R,128 min,Horror Movies,A movie in the Horror Movies genre from India.
s8199,Movie,Title_8199,Director_545,"Actor_3370, Actor_4774, Actor_2360",United States,"August 26, 2016",2009,TV-14,130 min,Comedies,A movie in the Comedies genre from United States.
s8200,Movie,Title_8200,Director_818,"Actor_2760, Actor_2243, Actor_701",Others,"November 22, 2017",2011,R,131 min,Crime Movies,A movie in the Crime Movies genre from Others.
s8201,Movie,Title_8201,Director_952,"Actor_3069, Actor_1777, Actor_4869",United States,"April 16, 2021",2019,TV-MA,84 min,Documentaries,A movie in the Documentaries genre from United States.
s8202,Movie,Title_8202,Director_1250,"Actor_4305, Actor_2846, Actor_635, Actor_1153, Actor_3299",France,"July 28, 2017",2011,TV-14,132 min,Action & Adventure,A movie in the Action & Adventure genre from France.
s8203,Movie,Title_8203,Director_1336,"Actor_1883, Actor_4326, Actor_1581, Actor_3992",Australia,"October 28, 2021",2019,TV-MA,62 min,Horror Movies,A movie in the Horror Movies genre from Australia.
s8204,Movie,Title_8204,Director_556,"Actor_479, Actor_1814",United States,"September 28, 2021",2011,TV-14,106 min,Dramas,A movie in the Dramas genre from United States.
s8205,Movie,Title_8205,Director_839,"Actor_1719, Actor_2630, Actor_766",Japan,"June 15, 2019",2013,TV-MA,78 min,Children & Family Movies,A movie in the Children & Family Movies genre from Japan.
s8206,Movie,Title_8206,Director_393,"Actor_4198, Actor_4370, Actor_3359, Actor_4461, Actor_3163",United States,"July 15, 2018",2016,TV-MA,121 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s8207,TV Show,Title_8207,Director_380,"Actor_4972, Actor_1191",India,"December 7, 2020",2008,TV-14,6 Seasons,TV Dramas,A tv show in the TV Dramas genre from India.
s8208,Movie,Title_8208,Director_984,"Actor_4075, Actor_1215, Actor_1826, Actor_1309, Actor_1757",United States,"March 6, 2020",2020,G,151 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s8209,Movie,Title_8209,Director_1381,"Actor_4335, Actor_959, Actor_4552, Actor_4608, Actor_588",Others,"August 11, 2021",2006,PG,168 min,Action & Adventure,A movie in the Action & Adventure genre from Others.
s8210,TV Show,Title_8210,Director_1429,"Actor_826, Actor_312, Actor_846, Actor_3412, Actor_4983",United Kingdom,"August 13, 2019",2012,TV-MA,2 Seasons,Anime Series,A tv show in the Anime Series genre from United Kingdom.
s8211,Movie,Title_8211,Director_594,"Actor_383, Actor_35, Actor_2522, Actor_3295",United States,"October 5, 2020",2006,TV-MA,142 min,Comedies,A movie in the Comedies genre from United States.
s8212,Movie,Title_8212,Director_204,"Actor_1027, Actor_1334, Actor_1349, Actor_3678, Actor_440",United Kingdom,"July 23, 2021",2013,PG,142 min,Horror Movies,A movie in the Horror Movies genre from United Kingdom.
s8213,TV Show,Title_8213,Director_370,"Actor_501, Actor_3190, Actor_2125, Actor_3214",United States,"May 8, 2021",2012,TV-14,1 Season,Crime TV Shows,A tv show in the Crime TV Shows genre from United States.
s8214,TV Show,Title_8214,Director_15,"Actor_1466, Actor_4413, Actor_4654, Actor_4396, Actor_3175",United States,"July 14, 2022",2010,TV-G,4 Seasons,International TV Shows,A tv show in the International TV Shows genre from United States.
s8215,Movie,Title_8215,Director_1341,"Actor_762, Actor_3401, Actor_3067, Actor_134",United States,"July 14, 2023",2015,PG,66 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s8216,TV Show,Title_8216,Director_719,"Actor_3016, Actor_535, Actor_3659, Actor_732, Actor_2330",Argentina,"September 25, 2020",2012,TV-PG,1 Season,Reality TV,A tv show in the Reality TV genre from Argentina.
s8217,Movie,Title_8217,Director_115,"Actor_2650, Actor_1741",United States,"November 24, 2022",2010,TV-MA,68 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s8218,Movie,Title_8218,Director_1784,"Actor_3784, Actor_3466",United Kingdom,"May 4, 2022",2016,TV-MA,67 min,Dramas,A movie in the Dramas genre from United Kingdom.
s8219,Movie,Title_8219,Director_100,"Actor_2570, Actor_4201, Actor_3470, Actor_4163, Actor_4804",United Kingdom,"November 2, 2022",2022,R,130 min,Documentaries,A movie in the Documentaries genre from United Kingdom.
s8220,Movie,Title_8220,Director_291,"Actor_3322, Actor_1642",United States,"August 20, 2022",2014,PG,165 min,Documentaries,A movie in the Documentaries genre from United States.
s8221,Movie,Title_8221,Director_65,"Actor_3073, Actor_2215",United Kingdom,"March 20, 2021",2021,R,110 min,Dramas,A movie in the Dramas genre from United Kingdom.
s8222,TV Show,Title_8222,Director_307,"Actor_4860, Actor_3491, Actor_1902",United States,"March 17, 2021",2015,TV-PG,2 Seasons,Horror TV Shows,A tv show in the Horror TV Shows genre from United States.
s8223,TV Show,Title_8223,Director_272,"Actor_3262, Actor_4119, Actor_1632, Actor_3707, Actor_2011",South Korea,"January 11, 2019",2018,TV-14,3 Seasons,TV Dramas,A tv show in the TV Dramas genre from South Korea.
s8224,TV Show,Title_8224,Director_1171,"Actor_2323, Actor_1092",United States,"July 28, 2021",2018,TV-G,7 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from United States.
s8225,Movie,Title_8225,Director_1227,"Actor_4265, Actor_2803, Actor_1942",United States,"June 22, 2021",2016,R,101 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s8226,Movie,Title_8226,Director_292,"Actor_233, Actor_4539, Actor_1866, Actor_2161",United States,"June 18, 2020",2020,PG-13,123 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s8227,TV Show,Title_8227,Director_102,"Actor_3024, Actor_1573, Actor_3613, Actor_4194",United States,"July 13, 2018",2009,TV-14,1 Season,Anime Series,A tv show in the Anime Series genre from United States.
s8228,Movie,Title_8228,Director_207,"Actor_1028, Actor_3734, Actor_4127, Actor_3049, Actor_2371",United States,"August 24, 2021",2006,TV-MA,101 min,Anime Features,A movie in the Anime Features genre from United States.
s8229,TV Show,Title_8229,Director_1876,"Actor_1264, Actor_2701, Actor_1463, Actor_2327",India,"November 17, 2020",2016,TV-MA,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from India.
s8230,Movie,Title_8230,Director_1292,"Actor_1444, Actor_1587",Japan,"February 20, 2020",2017,TV-14,80 min,Romantic Movies,A movie in the Romantic Movies genre from Japan.
s8231,TV Show,Title_8231,Director_35,"Actor_1363, Actor_2855, Actor_4290, Actor_2925",Italy,"April 11, 2022",2014,TV-MA,1 Season,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from Italy.
s8232,Movie,Title_8232,Director_697,"Actor_560, Actor_475",Spain,"September 7, 2021",2018,PG-13,144 min,Documentaries,A movie in the Documentaries genre from Spain.
s8233,TV Show,Title_8233,Director_1695,"Actor_3289, Actor_1942, Actor_4203, Actor_4533",Brazil,"August 26, 2022",2013,TV-G,1 Season,Kids' TV,A tv show in the Kids' TV genre from Brazil.
s8234,TV Show,Title_8234,Director_1334,"Actor_2473, Actor_1388, Actor_1104, Actor_3874, Actor_3716",United States,"June 12, 2021",2013,TV-14,1 Season,Docuseries,A tv show in the Docuseries genre from United States.
s8235,Movie,Title_8235,Director_162,"Actor_1990, Actor_2554, Actor_1075, Actor_23",United Kingdom,"April 26, 2020",2007,TV-MA,177 min,Action & Adventure,A movie in the Action & Adventure genre from United Kingdom.
s8236,Movie,Title_8236,Director_931,"Actor_4319, Actor_2135, Actor_4228, Actor_2057, Actor_217",United States,"December 20, 2021",2013,TV-14,138 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s8237,Movie,Title_8237,Director_379,"Actor_4757, Actor_4578, Actor_1714, Actor_941, Actor_2527",United States,"March 24, 2016",2007,R,173 min,Dramas,A movie in the Dramas genre from United States.
s8238,Movie,Title_8238,Director_210,"Actor_2480, Actor_3126, Actor_2717, Actor_1839, Actor_5",United States,"November 12, 2019",2009,PG-13,79 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s8239,TV Show,Title_8239,Director_913,"Actor_2915, Actor_732, Actor_2951, Actor_1386, Actor_2561",United States,"January 10, 2019",2012,TV-Y7,2 Seasons,TV Comedies,A tv show in the TV Comedies genre from United States.
s8240,Movie,Title_8240,Director_1576,"Actor_1453, Actor_736",India,"June 8, 2019",2008,TV-MA,126 min,Romantic Movies,A movie in the Romantic Movies genre from India.
s8241,Movie,Title_8241,Director_928,"Actor_4434, Actor_2015, Actor_4985, Actor_449, Actor_697",India,"August 14, 2022",2016,TV-MA,128 min,Horror Movies,A movie in the Horror Movies genre from India.
s8242,Movie,Title_8242,Director_1413,"Actor_788, Actor_417",India,"January 8, 2019",2012,TV-14,127 min,Documentaries,A movie in the Documentaries genre from India.
s8243,Movie,Title_8243,Director_114,"Actor_552, Actor_4307, Actor_4560, Actor_3875, Actor_1143",United States,"June 20, 2018",2013,TV-MA,66 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s8244,Movie,Title_8244,Director_842,"Actor_4749, Actor_4487, Actor_2001, Actor_1406, Actor_4174",United States,"April 8, 2021",2007,PG-13,105 min,Documentaries,A movie in the Documentaries genre from United States.
s8245,Movie,Title_8245,Director_1674,"Actor_897, Actor_4361",Canada,"March 13, 2020",2007,G,109 min,Anime Features,A movie in the Anime Features genre from Canada.
s8246,Movie,Title_8246,Director_1800,"Actor_1309, Actor_2701, Actor_2635",United States,"September 24, 2021",2010,R,149 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s8247,Movie,Title_8247,Director_760,"Actor_3062, Actor_2053, Actor_637",India,"October 8, 2019",2017,TV-G,97 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from India.
